"review","reply"
"Great experience - ice cream & waffles were nicely done, not too sweet. Food items were well packaged. Recommended!","Thank you so much for leaving a comment ????, am glad that you enjoyed the gelato ice cream. Hope to receive your order again soon ????"
"Took 3 hours to prepare the food.  If can't prepare food on time why accept the order?
Unacceptable quality of service. Very disappointing.","We received & accepted your order at 20:06 and all the items was prepared and packed by 20:20. However, the rider came at 22:46 to pick up the order. "
"forever sending either wrong order or missing order! today sent 4 plain prata instead of 1 ghee tosei. it was your lost! poor organising. otherwise all ok.","As per checking the order, you have ordered both 4 Plain prata and 1 Masala Ghee Thosai. The rider has picked up the complete order. We did the necessary checks, before sending the order out. I understand there is some confusion at your side. "
"they give me wrong order","Thank you for your feedback. I understand you wanted more Ghee on your Ghee Thosai. We already provide the necessary Ghee portion."
"Good food~","Hello there, thank you for your kind review! We hope to serve u again :)) "
"Food is nice but they never follow instructions like no chilli no beansprouts. Pho was so spicy ! ","Thanks for your feedback. Will keep a lookout."
"been ordering roti John combo almost 2-3times in a week. today order is very bad combo came without egg and roti John without cheese","Do you have any images  ,  could you please message your order id.."
"portion is good, food came hot and taste nice.","our Reply:
Thanks you for your valuable feedback.
We hope you love our foods.
Come again!"
"generally ok. carbonara sauce very thick so it feels gelak after a while.","our Reply:
Thanks you for your valuable feedback.
We hope you love our foods.
Come again!"
"Protion is big but no taste for the fried chicken","our Reply:
Thanks you for your valuable feedback.
We hope you love our foods.
Come again!"
"Ordered 1 fish and chips and 1 chicken chop. Came 2 chicken chop. ","our Reply:
Thanks you for your valuable feedback.
We hope you love our foods.
Come again!"
"It is very nice, can the boss contact me as you accidentally gave extra 2 kway teow, pls contact me so i can pay for it. Thank you so much. ","Hi, thank you for your support and no worries for the extra meal."
"Had a missing item. I ordered 2 x garlic bread but only 1 came. But not a big issue so I'm not going to pursue anything. Keep up the good standards and hot food delivered to many happy customers. ","Thank you for your valuable feedback ???? We???re sorry for the missing item and will improve further. We hope you enjoy your meal and hear from you again ????"
"Well packed up. Very nice","Thank you! :)"
"Fish was very goid but cut rather odd fir cod fish. Overall food was good thanks.  I did not give five stars because there was no tartars sauce fir the fish! ","Hi sorry we do not have Tartar sauce for fish & chip but we do provide the Lemon Mayonnaise Sauce."
"Delicious. But the sambal quail eggs only 3pcs was abit disappointing but the chicken gizzard was real nice!!!! ","Hey sorry for the inconvenience caused by us . We will definitely provide you a complimentary dish for your next order ????"
"chicken wing rice ,wing so crispy even take away. and rice so nice ,I will oder again","Thank you! Happy you enjoyed the foods!"
"Nice packaging and taste good!!!!","Thank you for your support"
"Waited one and a half hour and the noodle was not fully cooked. Soup was cold but overall taste wasnt bad. ","Dear Customer
I'm so sorry  .  I can send you a free pork rib rice noodle with your next order together . You can order other food and remark that  the pork rib rice noodle you ordered last time not well cooked .
Sorry

"
"i love it its so gooooooddddd n so worth it :))","Thank you so much for your kind words ????"
"Too expensive and taste of the dry prawn noodle was normal not much fragrance &the soup they provided was subpar.Ordered a large for$15 but it came with few miserable pieces of slice pork and 4 prawns","We genuinely appreciate your feedback and understand your concerns.We're committed to enhancing flavor, portions, and value. Your input helps us grow and serve you better. We hope you'll consider giving us another chance "
"Rice is too hard ,no boil lidat ,how to eat?","So sorry must have mix with the rice mean for fried rice. You go out Facebook page text us. Will send you another set of meal at no extra charge.
"
"Ordered 8 cinammon rolls. Taste was average, the pastry was like bread, not crunchy or crusty. But its affordable.","Hi there, cinnamon rolls are actually bread. Our cinnamon rolls have a soft, chewy bite to it, unlike commercially produced bread, we do not use any additives/softening agents in bread making. Hope you will try our other bakes. :)"
"Good sandwiches! And good pastries too! ","Thank you! Glad you have enjoyed our bakes :)"
"Tasteless food as they only allow u to choose 1 sauce which is either vinegar or black sauce or chilli etc. ","Hi, the sauce option is one due to the platform settings. You can request for other sauces in the remarks column. Thank you "
"chicken was not fried properly but the rest was delicious","Thank you for your feedback. We apologize for the issue with the chicken and will ensure better frying in the future. We're glad you enjoyed the rest of the meal."
